time x y vx vy mass
0 0 0 0 0 1000
0.01 0.00141375 0.000433214 0.141375 0.0433214 999.5
0.02 0.00424194 0.00130034 0.282819 0.086713 999
0.03 0.00848525 0.0026021 0.424331 0.130175 998.5
0.04 0.0141443 0.00433917 0.56591 0.173708 998
0.05 0.0212199 0.00651228 0.707558 0.217311 997.5
0.06 0.0297127 0.00912212 0.849274 0.260984 997
0.07 0.0396232 0.0121694 0.991057 0.304728 996.5
0.08 0.0509523 0.0156548 1.13291 0.348543 996
0.09 0.0637006 0.0195791 1.27483 0.392428 995.5
0.1 0.0778688 0.023943 1.41682 0.436384 995
0.11 0.0934575 0.0287471 1.55887 0.480411 994.5
0.12 0.110467 0.0339922 1.701 0.524509 994
0.13 0.128899 0.0396789 1.84319 0.568677 993.5
0.14 0.148754 0.0458081 1.98545 0.612917 993
0.15 0.170032 0.0523804 2.12778 0.657227 992.5
0.16 0.192733 0.0593964 2.27017 0.701608 992
0.17 0.21686 0.0668571 2.41263 0.746061 991.5
0.18 0.242411 0.0747629 2.55517 0.790584 991
0.19 0.269389 0.0831147 2.69777 0.835179 990.5
0.2 0.297793 0.0919131 2.84043 0.879844 990
0.21 0.327625 0.101159 2.98317 0.924581 989.5
0.22 0.358885 0.110853 3.12597 0.96939 989
0.23 0.391573 0.120996 3.26884 1.01427 988.5
0.24 0.425691 0.131588 3.41178 1.05922 988
0.25 0.461239 0.14263 3.55479 1.10424 987.5
0.26 0.498217 0.154124 3.69786 1.14934 987
0.27 0.536627 0.166069 3.841 1.1945 986.5
0.28 0.576469 0.178466 3.98421 1.23974 986
0.29 0.617744 0.191316 4.12749 1.28505 985.5
0.3 0.660453 0.204621 4.27083 1.33043 985
0.31 0.704595 0.218379 4.41425 1.37588 984.5
0.32 0.750172 0.232593 4.55773 1.4214 984
0.33 0.797185 0.247263 4.70128 1.467 983.5
0.34 0.845634 0.26239 4.84489 1.51266 983
0.35 0.89552 0.277974 4.98858 1.5584 982.5
0.36 0.946843 0.294016 5.13233 1.60421 982
0.37 0.999605 0.310517 5.27615 1.6501 981.5
0.38 1.05381 0.327478 5.42003 1.69605 981
0.39 1.10944 0.344899 5.56399 1.74208 980.5
0.4 1.16653 0.36278 5.70801 1.78818 980
0.41 1.22505 0.381124 5.8521 1.83435 979.5
0.42 1.28501 0.39993 5.99626 1.88059 979
0.43 1.34641 0.419199 6.14048 1.92691 978.5
0.44 1.40926 0.438932 6.28477 1.9733 978
0.45 1.47355 0.459129 6.42913 2.01976 977.5
0.46 1.53929 0.479792 6.57356 2.06629 977
0.47 1.60647 0.500921 6.71806 2.11289 976.5
0.48 1.67509 0.522517 6.86262 2.15957 976
0.49 1.74517 0.54458 7.00725 2.20632 975.5
0.5 1.81669 0.567111 7.15194 2.25314 975
0.51 1.88965 0.590112 7.29671 2.30004 974.5
0.52 1.96407 0.613582 7.44154 2.34701 974
0.53 2.03993 0.637522 7.58644 2.39405 973.5
0.54 2.11725 0.661934 7.73141 2.44116 973
0.55 2.19601 0.686817 7.87644 2.48834 972.5
0.56 2.27623 0.712173 8.02154 2.5356 972
0.57 2.35789 0.738003 8.16671 2.58294 971.5
0.58 2.44101 0.764306 8.31195 2.63034 971
0.59 2.52559 0.791084 8.45725 2.67782 970.5
0.6 2.61161 0.818338 8.60262 2.72537 970
0.61 2.69909 0.846068 8.74806 2.77299 969.5
0.62 2.78803 0.874275 8.89356 2.82069 969
0.63 2.87842 0.902959 9.03914 2.86846 968.5
0.64 2.97027 0.932122 9.18477 2.9163 968
0.65 3.06357 0.961765 9.33048 2.96422 967.5
0.66 3.15834 0.991887 9.47625 3.01221 967
0.67 3.25456 1.02249 9.6221 3.06027 966.5
0.68 3.35224 1.05357 9.768 3.10841 966
0.69 3.45138 1.08514 9.91398 3.15662 965.5
0.7 3.55198 1.11719 10.06 3.2049 965
0.71 3.65404 1.14972 10.2061 3.25326 964.5
0.72 3.75756 1.18274 10.3523 3.30169 964
0.73 3.86255 1.21624 10.4985 3.35019 963.5
0.74 3.96899 1.25023 10.6449 3.39877 963
0.75 4.07691 1.2847 10.7912 3.44742 962.5
0.76 4.18628 1.31966 10.9377 3.49614 962
0.77 4.29713 1.35511 11.0842 3.54494 961.5
0.78 4.40943 1.39105 11.2308 3.59381 961
0.79 4.52321 1.42748 11.3774 3.64276 960.5
0.8 4.63845 1.4644 11.5241 3.69178 960
0.81 4.75516 1.5018 11.6709 3.74088 959.5
0.82 4.87334 1.53971 11.8177 3.79004 959
0.83 4.99298 1.5781 11.9647 3.83929 958.5
0.84 5.1141 1.61698 12.1116 3.8886 958
0.85 5.23669 1.65636 12.2587 3.93799 957.5
0.86 5.36074 1.69624 12.4058 3.98746 957
0.87 5.48627 1.73661 12.553 4.037 956.5
0.88 5.61328 1.77747 12.7002 4.08661 956
0.89 5.74175 1.81884 12.8475 4.1363 955.5
0.9 5.8717 1.8607 12.9949 4.18606 955
0.91 6.00312 1.90306 13.1424 4.2359 954.5
0.92 6.13602 1.94592 13.2899 4.28581 954
0.93 6.2704 1.98927 13.4374 4.33579 953.5
0.94 6.40625 2.03313 13.5851 4.38585 953
0.95 6.54358 2.07749 13.7328 4.43599 952.5
0.96 6.68238 2.12235 13.8806 4.4862 952
0.97 6.82267 2.16772 14.0284 4.53648 951.5
0.98 6.96443 2.21359 14.1763 4.58684 951
0.99 7.10767 2.25996 14.3243 4.63727 950.5
1 7.2524 2.30684 14.4724 4.68778 950
1.01 7.3986 2.35422 14.6205 4.73836 949.5
1.02 7.54629 2.40211 14.7686 4.78902 949
1.03 7.69546 2.45051 14.9169 4.83975 948.5
1.04 7.84611 2.49941 15.0652 4.89056 948
1.05 7.99824 2.54883 15.2136 4.94144 947.5
1.06 8.15186 2.59875 15.362 4.9924 947
1.07 8.30697 2.64919 15.5105 5.04343 946.5
1.08 8.46356 2.70013 15.6591 5.09454 946
1.09 8.62164 2.75159 15.8077 5.14573 945.5
1.1 8.7812 2.80356 15.9564 5.19699 945
1.11 8.94225 2.85604 16.1052 5.24832 944.5
1.12 9.10479 2.90904 16.2541 5.29973 944
1.13 9.26882 2.96255 16.403 5.35121 943.5
1.14 9.43434 3.01658 16.5519 5.40277 943
1.15 9.60135 3.07112 16.701 5.45441 942.5
1.16 9.76985 3.12619 16.8501 5.50612 942
1.17 9.93985 3.18176 16.9992 5.55791 941.5
1.18 10.1113 3.23786 17.1485 5.60977 941
1.19 10.2843 3.29448 17.2978 5.66171 940.5
1.2 10.4588 3.35162 17.4471 5.71372 940
1.21 10.6347 3.40927 17.5966 5.76581 939.5
1.22 10.8122 3.46745 17.7461 5.81798 939
1.23 10.9912 3.52616 17.8956 5.87022 938.5
1.24 11.1716 3.58538 18.0453 5.92253 938
1.25 11.3536 3.64513 18.195 5.97493 937.5
1.26 11.537 3.7054 18.3447 6.0274 937
1.27 11.722 3.7662 18.4945 6.07994 936.5
1.28 11.9084 3.82753 18.6444 6.13256 936
1.29 12.0963 3.88938 18.7944 6.18526 935.5
1.3 12.2858 3.95176 18.9444 6.23803 935
1.31 12.4767 4.01467 19.0945 6.29088 934.5
1.32 12.6692 4.07811 19.2447 6.34381 934
1.33 12.8631 4.14208 19.3949 6.39681 933.5
1.34 13.0586 4.20658 19.5452 6.44989 933
1.35 13.2555 4.27161 19.6955 6.50304 932.5
1.36 13.454 4.33717 19.8459 6.55627 932
1.37 13.654 4.40327 19.9964 6.60958 931.5
1.38 13.8554 4.4699 20.147 6.66297 931
1.39 14.0584 4.53706 20.2976 6.71643 930.5
1.4 14.2629 4.60476 20.4482 6.76996 930
1.41 14.4689 4.673 20.599 6.82358 929.5
1.42 14.6764 4.74177 20.7498 6.87727 929
1.43 14.8854 4.81108 20.9007 6.93103 928.5
1.44 15.0959 4.88093 21.0516 6.98488 928
1.45 15.3079 4.95131 21.2026 7.0388 927.5
1.46 15.5215 5.02224 21.3537 7.0928 927
1.47 15.7365 5.09371 21.5048 7.14687 926.5
1.48 15.9531 5.16572 21.656 7.20102 926
1.49 16.1711 5.23827 21.8073 7.25525 925.5
1.5 16.3907 5.31137 21.9586 7.30956 925
1.51 16.6118 5.38501 22.11 7.36394 924.5
1.52 16.8344 5.45919 22.2614 7.4184 924
1.53 17.0586 5.53392 22.413 7.47293 923.5
1.54 17.2842 5.6092 22.5645 7.52755 923
1.55 17.5114 5.68502 22.7162 7.58224 922.5
1.56 17.7401 5.76139 22.8679 7.63701 922
1.57 17.9703 5.83831 23.0197 7.69185 921.5
1.58 18.202 5.91578 23.1715 7.74678 921
1.59 18.4352 5.99379 23.3235 7.80178 920.5
1.6 18.67 6.07236 23.4754 7.85685 920
1.61 18.9062 6.15148 23.6275 7.91201 919.5
1.62 19.144 6.23116 23.7796 7.96724 919
1.63 19.3833 6.31138 23.9317 8.02255 918.5
1.64 19.6242 6.39216 24.084 8.07794 918
1.65 19.8665 6.47349 24.2363 8.13341 917.5
1.66 20.1104 6.55538 24.3886 8.18895 917
1.67 20.3558 6.63783 24.5411 8.24457 916.5
1.68 20.6028 6.72083 24.6935 8.30027 916
1.69 20.8512 6.80439 24.8461 8.35605 915.5
1.7 21.1012 6.88851 24.9987 8.4119 915
1.71 21.3527 6.97319 25.1514 8.46783 914.5
1.72 21.6058 7.05843 25.3041 8.52384 914
1.73 21.8604 7.14423 25.4569 8.57993 913.5
1.74 22.1165 7.23059 25.6098 8.6361 913
1.75 22.3741 7.31751 25.7628 8.69234 912.5
1.76 22.6332 7.405 25.9158 8.74867 912
1.77 22.8939 7.49305 26.0688 8.80507 911.5
1.78 23.1561 7.58167 26.222 8.86155 911
1.79 23.4199 7.67085 26.3752 8.9181 910.5
1.8 23.6852 7.76059 26.5284 8.97474 910
1.81 23.952 7.85091 26.6817 9.03145 909.5
1.82 24.2204 7.94179 26.8351 9.08825 909
1.83 24.4902 8.03324 26.9886 9.14512 908.5
1.84 24.7617 8.12526 27.1421 9.20207 908
1.85 25.0346 8.21785 27.2957 9.25909 907.5
1.86 25.3091 8.31102 27.4493 9.3162 907
1.87 25.5851 8.40475 27.603 9.37339 906.5
1.88 25.8627 8.49906 27.7568 9.43065 906
1.89 26.1418 8.59394 27.9106 9.48799 905.5
1.9 26.4225 8.68939 28.0645 9.54541 905
1.91 26.7046 8.78542 28.2184 9.60291 904.5
1.92 26.9884 8.88202 28.3725 9.66049 904
1.93 27.2736 8.97921 28.5265 9.71815 903.5
1.94 27.5604 9.07696 28.6807 9.77588 903
1.95 27.8488 9.1753 28.8349 9.8337 902.5
1.96 28.1387 9.27422 28.9892 9.89159 902
1.97 28.4301 9.37371 29.1435 9.94957 901.5
1.98 28.7231 9.47379 29.2979 10.0076 901
1.99 29.0176 9.57445 29.4524 10.0658 900.5
2 29.3137 9.67569 29.6069 10.124 900
2.01 29.6113 9.77751 29.7615 10.1823 899.5
2.02 29.9105 9.87992 29.9161 10.2406 899
2.03 30.2112 9.98291 30.0708 10.2991 898.5
2.04 30.5134 10.0865 30.2256 10.3576 898
2.05 30.8172 10.1906 30.3805 10.4162 897.5
2.06 31.1226 10.2954 30.5354 10.4749 897
2.07 31.4295 10.4007 30.6903 10.5337 896.5
2.08 31.7379 10.5067 30.8453 10.5925 896
2.09 32.0479 10.6132 31.0004 10.6514 895.5
2.1 32.3595 10.7203 31.1556 10.7104 895
2.11 32.6726 10.828 31.3108 10.7695 894.5
2.12 32.9873 10.9363 31.4661 10.8287 894
2.13 33.3035 11.0451 31.6214 10.8879 893.5
2.14 33.6212 11.1546 31.7768 10.9472 893
2.15 33.9406 11.2647 31.9323 11.0066 892.5
2.16 34.2615 11.3753 32.0878 11.0661 892
2.17 34.5839 11.4866 32.2434 11.1257 891.5
2.18 34.9079 11.5984 32.399 11.1853 891
2.19 35.2334 11.7109 32.5547 11.245 890.5
2.2 35.5605 11.8239 32.7105 11.3048 890
2.21 35.8892 11.9376 32.8664 11.3647 889.5
2.22 36.2194 12.0518 33.0223 11.4247 889
2.23 36.5512 12.1667 33.1782 11.4847 888.5
2.24 36.8845 12.2821 33.3342 11.5449 888
2.25 37.2194 12.3982 33.4903 11.6051 887.5
2.26 37.5559 12.5148 33.6465 11.6653 887
2.27 37.8939 12.6321 33.8027 11.7257 886.5
2.28 38.2335 12.75 33.9589 11.7861 886
2.29 38.5747 12.8684 34.1153 11.8467 885.5
2.3 38.9174 12.9875 34.2717 11.9073 885
2.31 39.2617 13.1072 34.4281 11.968 884.5
2.32 39.6075 13.2275 34.5846 12.0287 884
2.33 39.9549 13.3484 34.7412 12.0896 883.5
2.34 40.3039 13.4699 34.8978 12.1505 883
2.35 40.6545 13.592 35.0545 12.2115 882.5
2.36 41.0066 13.7147 35.2113 12.2726 882
2.37 41.3602 13.838 35.3681 12.3337 881.5
2.38 41.7155 13.962 35.525 12.395 881
2.39 42.0723 14.0866 35.6819 12.4563 880.5
2.4 42.4307 14.2117 35.8389 12.5177 880
2.41 42.7907 14.3375 35.996 12.5792 879.5
2.42 43.1522 14.4639 36.1531 12.6408 879
2.43 43.5153 14.591 36.3103 12.7024 878.5
2.44 43.88 14.7186 36.4675 12.7642 878
2.45 44.2462 14.8469 36.6249 12.826 877.5
2.46 44.614 14.9757 36.7822 12.8879 877
2.47 44.9834 15.1052 36.9397 12.9499 876.5
2.48 45.3544 15.2354 37.0971 13.0119 876
2.49 45.727 15.3661 37.2547 13.074 875.5
2.5 46.1011 15.4975 37.4123 13.1363 875
2.51 46.4768 15.6294 37.57 13.1986 874.5
2.52 46.8541 15.7621 37.7277 13.2609 874
2.53 47.2329 15.8953 37.8855 13.3234 873.5
2.54 47.6133 16.0291 38.0433 13.386 873
2.55 47.9954 16.1636 38.2013 13.4486 872.5
2.56 48.379 16.2987 38.3592 13.5113 872
2.57 48.7641 16.4345 38.5173 13.5741 871.5
2.58 49.1509 16.5709 38.6753 13.6369 871
2.59 49.5392 16.7079 38.8335 13.6999 870.5
2.6 49.9291 16.8455 38.9917 13.7629 870
2.61 50.3206 16.9837 39.15 13.826 869.5
2.62 50.7137 17.1226 39.3083 13.8892 869
2.63 51.1084 17.2622 39.4667 13.9525 868.5
2.64 51.5046 17.4023 39.6251 14.0159 868
2.65 51.9025 17.5431 39.7837 14.0793 867.5
2.66 52.3019 17.6845 39.9422 14.1428 867
2.67 52.7029 17.8266 40.1009 14.2064 866.5
2.68 53.1055 17.9693 40.2595 14.2701 866
2.69 53.5097 18.1126 40.4183 14.3339 865.5
2.7 53.9154 18.2566 40.5771 14.3977 865
2.71 54.3228 18.4012 40.736 14.4617 864.5
2.72 54.7318 18.5465 40.8949 14.5257 864
2.73 55.1423 18.6924 41.0539 14.5898 863.5
2.74 55.5544 18.8389 41.2129 14.6539 863
2.75 55.9681 18.9861 41.372 14.7182 862.5
2.76 56.3835 19.1339 41.5312 14.7825 862
2.77 56.8004 19.2824 41.6904 14.847 861.5
2.78 57.2189 19.4315 41.8497 14.9115 861
2.79 57.6389 19.5813 42.009 14.9761 860.5
2.8 58.0606 19.7317 42.1684 15.0407 860
2.81 58.4839 19.8827 42.3279 15.1055 859.5
2.82 58.9088 20.0344 42.4874 15.1703 859
2.83 59.3353 20.1868 42.6469 15.2352 858.5
2.84 59.7633 20.3398 42.8066 15.3002 858
2.85 60.193 20.4935 42.9663 15.3653 857.5
2.86 60.6242 20.6478 43.126 15.4305 857
2.87 61.0571 20.8027 43.2858 15.4957 856.5
2.88 61.4916 20.9583 43.4457 15.5611 856
2.89 61.9276 21.1146 43.6056 15.6265 855.5
2.9 62.3653 21.2715 43.7656 15.692 855
2.91 62.8045 21.4291 43.9256 15.7575 854.5
2.92 63.2454 21.5873 44.0857 15.8232 854
2.93 63.6878 21.7462 44.2458 15.889 853.5
2.94 64.1319 21.9058 44.4061 15.9548 853
2.95 64.5776 22.066 44.5663 16.0207 852.5
2.96 65.0248 22.2268 44.7266 16.0867 852
2.97 65.4737 22.3884 44.887 16.1528 851.5
2.98 65.9242 22.5506 45.0475 16.2189 851
2.99 66.3763 22.7134 45.208 16.2851 850.5
3 66.8299 22.8769 45.3685 16.3515 850
3.01 67.2852 23.0411 45.5291 16.4179 849.5
3.02 67.7421 23.2059 45.6898 16.4844 849
3.03 68.2006 23.3714 45.8505 16.5509 848.5
3.04 68.6607 23.5376 46.0113 16.6176 848
3.05 69.1225 23.7045 46.1722 16.6843 847.5
3.06 69.5858 23.872 46.333 16.7512 847
3.07 70.0507 24.0402 46.494 16.8181 846.5
3.08 70.5173 24.209 46.655 16.885 846
3.09 70.9854 24.3785 46.8161 16.9521 845.5
3.1 71.4552 24.5487 46.9772 17.0193 845
3.11 71.9266 24.7196 47.1384 17.0865 844.5
3.12 72.3996 24.8911 47.2996 17.1538 844
3.13 72.8742 25.0633 47.4609 17.2212 843.5
3.14 73.3504 25.2362 47.6223 17.2887 843
3.15 73.8283 25.4098 47.7837 17.3563 842.5
3.16 74.3077 25.584 47.9451 17.424 842
3.17 74.7888 25.7589 48.1067 17.4917 841.5
3.18 75.2715 25.9345 48.2682 17.5595 841
3.19 75.7558 26.1108 48.4299 17.6274 840.5
3.2 76.2417 26.2878 48.5915 17.6954 840
3.21 76.7292 26.4654 48.7533 17.7635 839.5
3.22 77.2184 26.6437 48.9151 17.8316 839
3.23 77.7091 26.8227 49.0769 17.8999 838.5
3.24 78.2015 27.0024 49.2389 17.9682 838
3.25 78.6955 27.1828 49.4008 18.0366 837.5
3.26 79.1912 27.3638 49.5628 18.1051 837
3.27 79.6884 27.5456 49.7249 18.1737 836.5
3.28 80.1873 27.728 49.887 18.2424 836
3.29 80.6878 27.9111 50.0492 18.3111 835.5
3.3 81.1899 28.0949 50.2115 18.3799 835
3.31 81.6936 28.2794 50.3738 18.4488 834.5
3.32 82.199 28.4646 50.5361 18.5178 834
3.33 82.706 28.6504 50.6985 18.5869 833.5
3.34 83.2146 28.837 50.861 18.6561 833
3.35 83.7248 29.0242 51.0235 18.7253 832.5
3.36 84.2367 29.2122 51.1861 18.7947 832
3.37 84.7502 29.4008 51.3487 18.8641 831.5
3.38 85.2653 29.5902 51.5114 18.9336 831
3.39 85.782 29.7802 51.6741 19.0032 830.5
3.4 86.3004 29.9709 51.8369 19.0729 830
3.41 86.8204 30.1624 51.9998 19.1426 829.5
3.42 87.342 30.3545 52.1627 19.2124 829
3.43 87.8653 30.5473 52.3256 19.2824 828.5
3.44 88.3902 30.7408 52.4886 19.3524 828
3.45 88.9167 30.935 52.6517 19.4225 827.5
3.46 89.4448 31.13 52.8148 19.4927 827
3.47 89.9746 31.3256 52.9779 19.5629 826.5
3.48 90.506 31.5219 53.1412 19.6333 826
3.49 91.0391 31.719 53.3044 19.7037 825.5
3.5 91.5737 31.9167 53.4678 19.7742 825
3.51 92.11 32.1152 53.6312 19.8448 824.5
3.52 92.648 32.3143 53.7946 19.9155 824
3.53 93.1876 32.5142 53.9581 19.9863 823.5
3.54 93.7288 32.7148 54.1216 20.0571 823
3.55 94.2716 32.916 54.2852 20.1281 822.5
3.56 94.8161 33.118 54.4489 20.1991 822
3.57 95.3623 33.3207 54.6126 20.2702 821.5
3.58 95.91 33.5241 54.7763 20.3414 821
3.59 96.4594 33.7283 54.9401 20.4127 820.5
3.6 97.0105 33.9331 55.104 20.484 820
3.61 97.5631 34.1387 55.2679 20.5555 819.5
3.62 98.1175 34.3449 55.4319 20.627 819
3.63 98.6734 34.5519 55.5959 20.6987 818.5
3.64 99.231 34.7596 55.76 20.7704 818
3.65 99.7903 34.968 55.9241 20.8421 817.5
3.66 100.351 35.1772 56.0883 20.914 817
3.67 100.914 35.387 56.2525 20.986 816.5
3.68 101.478 35.5976 56.4168 21.058 816
3.69 102.044 35.8089 56.5811 21.1302 815.5
3.7 102.611 36.021 56.7455 21.2024 815
3.71 103.18 36.2337 56.9099 21.2747 814.5
3.72 103.751 36.4472 57.0744 21.3471 814
3.73 104.323 36.6614 57.2389 21.4195 813.5
3.74 104.897 36.8763 57.4035 21.4921 813
3.75 105.473 37.0919 57.5682 21.5647 812.5
3.76 106.05 37.3083 57.7329 21.6375 812
3.77 106.629 37.5254 57.8976 21.7103 811.5
3.78 107.21 37.7432 58.0624 21.7832 811
3.79 107.792 37.9618 58.2272 21.8562 810.5
3.8 108.376 38.1811 58.3921 21.9292 810
3.81 108.962 38.4011 58.5571 22.0024 809.5
3.82 109.549 38.6219 58.7221 22.0756 809
3.83 110.138 38.8434 58.8871 22.149 808.5
3.84 110.728 39.0656 59.0522 22.2224 808
3.85 111.321 39.2885 59.2174 22.2959 807.5
3.86 111.914 39.5122 59.3826 22.3695 807
3.87 112.51 39.7367 59.5478 22.4432 806.5
3.88 113.107 39.9618 59.7131 22.5169 806
3.89 113.706 40.1878 59.8785 22.5908 805.5
3.9 114.306 40.4144 60.0439 22.6647 805
3.91 114.908 40.6418 60.2093 22.7387 804.5
3.92 115.512 40.8699 60.3749 22.8128 804
3.93 116.117 41.0988 60.5404 22.887 803.5
3.94 116.724 41.3284 60.706 22.9613 803
3.95 117.333 41.5588 60.8717 23.0356 802.5
3.96 117.944 41.7899 61.0374 23.1101 802
3.97 118.556 42.0217 61.2031 23.1846 801.5
3.98 119.169 42.2543 61.3689 23.2592 801
3.99 119.785 42.4876 61.5348 23.3339 800.5
4 120.402 42.7217 61.7007 23.4087 800
4.01 121.02 42.9566 61.8666 23.4836 799.5
4.02 121.641 43.1921 62.0326 23.5585 799
4.03 122.263 43.4285 62.1986 23.6336 798.5
4.04 122.886 43.6656 62.3647 23.7087 798
4.05 123.512 43.9034 62.5309 23.7839 797.5
4.06 124.139 44.142 62.6971 23.8593 797
4.07 124.767 44.3813 62.8633 23.9346 796.5
4.08 125.397 44.6214 63.0296 24.0101 796
4.09 126.029 44.8623 63.1959 24.0857 795.5
4.1 126.663 45.1039 63.3623 24.1613 795
4.11 127.298 45.3463 63.5287 24.2371 794.5
4.12 127.935 45.5894 63.6952 24.3129 794
4.13 128.574 45.8333 63.8618 24.3888 793.5
4.14 129.214 46.0779 64.0283 24.4648 793
4.15 129.856 46.3234 64.195 24.5409 792.5
4.16 130.5 46.5695 64.3616 24.6171 792
4.17 131.145 46.8165 64.5283 24.6933 791.5
4.18 131.792 47.0642 64.6951 24.7697 791
4.19 132.441 47.3126 64.8619 24.8461 790.5
4.2 133.091 47.5618 65.0288 24.9226 790
4.21 133.743 47.8118 65.1957 24.9992 789.5
4.22 134.397 48.0626 65.3626 25.0759 789
4.23 135.052 48.3141 65.5296 25.1527 788.5
4.24 135.709 48.5664 65.6967 25.2296 788
4.25 136.367 48.8195 65.8638 25.3065 787.5
4.26 137.028 49.0733 66.0309 25.3836 787
4.27 137.69 49.3279 66.1981 25.4607 786.5
4.28 138.353 49.5833 66.3653 25.5379 786
4.29 139.019 49.8395 66.5326 25.6152 785.5
4.3 139.686 50.0964 66.6999 25.6926 785
4.31 140.354 50.3541 66.8673 25.7701 784.5
4.32 141.025 50.6126 67.0347 25.8476 784
4.33 141.697 50.8718 67.2022 25.9253 783.5
4.34 142.37 51.1318 67.3697 26.003 783
4.35 143.046 51.3927 67.5373 26.0808 782.5
4.36 143.723 51.6542 67.7049 26.1587 782
4.37 144.402 51.9166 67.8725 26.2367 781.5
4.38 145.082 52.1798 68.0402 26.3148 781
4.39 145.764 52.4437 68.2079 26.393 780.5
4.4 146.448 52.7084 68.3757 26.4713 780
4.41 147.133 52.9739 68.5435 26.5496 779.5
4.42 147.82 53.2402 68.7114 26.628 779
4.43 148.509 53.5072 68.8793 26.7066 778.5
4.44 149.2 53.7751 69.0473 26.7852 778
4.45 149.892 54.0437 69.2153 26.8639 777.5
4.46 150.586 54.3132 69.3833 26.9426 777
4.47 151.281 54.5834 69.5514 27.0215 776.5
4.48 151.978 54.8544 69.7196 27.1005 776
4.49 152.677 55.1262 69.8878 27.1795 775.5
4.5 153.378 55.3988 70.056 27.2586 775
4.51 154.08 55.6721 70.2242 27.3379 774.5
4.52 154.784 55.9463 70.3926 27.4172 774
4.53 155.49 56.2213 70.5609 27.4966 773.5
4.54 156.197 56.497 70.7293 27.576 773
4.55 156.906 56.7736 70.8978 27.6556 772.5
4.56 157.616 57.0509 71.0662 27.7353 772
4.57 158.329 57.3291 71.2348 27.815 771.5
4.58 159.043 57.608 71.4033 27.8948 771
4.59 159.759 57.8878 71.572 27.9747 770.5
4.6 160.476 58.1683 71.7406 28.0548 770
4.61 161.195 58.4497 71.9093 28.1348 769.5
4.62 161.916 58.7318 72.0781 28.215 769
4.63 162.638 59.0148 72.2469 28.2953 768.5
4.64 163.362 59.2985 72.4157 28.3757 768
4.65 164.088 59.5831 72.5846 28.4561 767.5
4.66 164.816 59.8685 72.7535 28.5366 767
4.67 165.545 60.1546 72.9224 28.6173 766.5
4.68 166.276 60.4416 73.0914 28.698 766
4.69 167.009 60.7294 73.2605 28.7788 765.5
4.7 167.743 61.018 73.4295 28.8596 765
4.71 168.479 61.3074 73.5987 28.9406 764.5
4.72 169.217 61.5976 73.7678 29.0217 764
4.73 169.956 61.8887 73.937 29.1028 763.5
4.74 170.697 62.1805 74.1063 29.1841 763
4.75 171.44 62.4732 74.2756 29.2654 762.5
4.76 172.184 62.7666 74.4449 29.3468 762
4.77 172.93 63.0609 74.6142 29.4283 761.5
4.78 173.678 63.356 74.7837 29.5099 761
4.79 174.428 63.6519 74.9531 29.5915 760.5
4.8 175.179 63.9487 75.1226 29.6733 760
4.81 175.932 64.2462 75.2921 29.7552 759.5
4.82 176.686 64.5446 75.4617 29.8371 759
4.83 177.443 64.8438 75.6313 29.9191 758.5
4.84 178.201 65.1438 75.8009 30.0012 758
4.85 178.96 65.4446 75.9706 30.0834 757.5
4.86 179.722 65.7463 76.1404 30.1657 757
4.87 180.485 66.0488 76.3101 30.2481 756.5
4.88 181.25 66.3521 76.4799 30.3306 756
4.89 182.016 66.6562 76.6498 30.4131 755.5
4.9 182.784 66.9611 76.8197 30.4958 755
4.91 183.554 67.2669 76.9896 30.5785 754.5
4.92 184.326 67.5735 77.1596 30.6613 754
4.93 185.099 67.881 77.3296 30.7442 753.5
4.94 185.874 68.1893 77.4996 30.8272 753
4.95 186.651 68.4984 77.6697 30.9103 752.5
4.96 187.429 68.8083 77.8398 30.9935 752
4.97 188.209 69.1191 78.01 31.0768 751.5
4.98 188.991 69.4307 78.1802 31.1601 751
4.99 189.775 69.7431 78.3504 31.2436 750.5
5 190.56 70.0564 78.5207 31.3271 750
5.01 191.347 70.3705 78.691 31.4107 749.5
5.02 192.136 70.6854 78.8613 31.4944 749
5.03 192.926 71.0012 79.0317 31.5782 748.5
5.04 193.718 71.3178 79.2021 31.6621 748
5.05 194.512 71.6353 79.3726 31.746 747.5
5.06 195.307 71.9536 79.5431 31.8301 747
5.07 196.104 72.2727 79.7136 31.9142 746.5
5.08 196.903 72.5927 79.8842 31.9985 746
5.09 197.704 72.9135 80.0548 32.0828 745.5
5.1 198.506 73.2352 80.2254 32.1672 745
5.11 199.31 73.5577 80.3961 32.2517 744.5
5.12 200.115 73.8811 80.5668 32.3363 744
5.13 200.923 74.2053 80.7376 32.421 743.5
5.14 201.732 74.5304 80.9084 32.5057 743
5.15 202.543 74.8563 81.0792 32.5906 742.5
5.16 203.355 75.183 81.25 32.6755 742
5.17 204.169 75.5106 81.4209 32.7606 741.5
5.18 204.985 75.8391 81.5919 32.8457 741
5.19 205.803 76.1684 81.7628 32.9309 740.5
5.2 206.622 76.4986 81.9338 33.0162 740
5.21 207.443 76.8296 82.1049 33.1016 739.5
5.22 208.266 77.1614 82.2759 33.1871 739
5.23 209.091 77.4942 82.4471 33.2726 738.5
5.24 209.917 77.8278 82.6182 33.3583 738
5.25 210.745 78.1622 82.7894 33.444 737.5
5.26 211.574 78.4975 82.9606 33.5298 737
5.27 212.406 78.8337 83.1318 33.6158 736.5
