time x y vx vy mass
11.12 977.338 434.44 152.545 67.4571 500
11.13 978.862 435.113 152.446 67.3165 500
11.14 980.386 435.784 152.347 67.176 500
11.15 981.908 436.455 152.248 67.0357 500
11.16 983.43 437.124 152.149 66.8955 500
11.17 984.95 437.791 152.051 66.7554 500
11.18 986.47 438.457 151.952 66.6154 500
11.19 987.988 439.122 151.854 66.4756 500
11.2 989.506 439.786 151.756 66.3359 500
11.21 991.022 440.448 151.658 66.1963 500
11.22 992.538 441.108 151.56 66.0568 500
11.23 994.052 441.767 151.462 65.9175 500
11.24 995.566 442.425 151.364 65.7782 500
11.25 997.079 443.081 151.267 65.6391 500
11.26 998.59 443.736 151.169 65.5001 500
11.27 1000.1 444.39 151.072 65.3613 500
11.28 1001.61 445.042 150.975 65.2225 500
11.29 1003.12 445.693 150.878 65.0839 500
11.3 1004.63 446.343 150.782 64.9454 500
11.31 1006.13 446.991 150.685 64.807 500
11.32 1007.64 447.637 150.588 64.6688 500
11.33 1009.15 448.283 150.492 64.5306 500
11.34 1010.65 448.927 150.396 64.3926 500
11.35 1012.15 449.569 150.3 64.2547 500
11.36 1013.65 450.21 150.204 64.1169 500
11.37 1015.16 450.85 150.108 63.9792 500
11.38 1016.66 451.489 150.012 63.8417 500
11.39 1018.15 452.126 149.917 63.7042 500
11.4 1019.65 452.761 149.822 63.5669 500
11.41 1021.15 453.396 149.726 63.4297 500
11.42 1022.65 454.028 149.631 63.2926 500
11.43 1024.14 454.66 149.536 63.1557 500
11.44 1025.64 455.29 149.442 63.0188 500
11.45 1027.13 455.919 149.347 62.8821 500
11.46 1028.62 456.546 149.252 62.7455 500
11.47 1030.11 457.173 149.158 62.609 500
11.48 1031.6 457.797 149.064 62.4726 500
11.49 1033.09 458.421 148.97 62.3363 500
11.5 1034.58 459.043 148.876 62.2002 500
11.51 1036.07 459.663 148.782 62.0641 500
11.52 1037.56 460.283 148.688 61.9282 500
11.53 1039.04 460.901 148.594 61.7924 500
11.54 1040.53 461.517 148.501 61.6567 500
11.55 1042.01 462.132 148.408 61.5211 500
11.56 1043.5 462.746 148.314 61.3857 500
11.57 1044.98 463.359 148.221 61.2503 500
11.58 1046.46 463.97 148.128 61.1151 500
11.59 1047.94 464.58 148.036 60.9799 500
11.6 1049.42 465.188 147.943 60.8449 500
11.61 1050.9 465.795 147.851 60.71 500
11.62 1052.38 466.401 147.758 60.5752 500
11.63 1053.85 467.005 147.666 60.4405 500
11.64 1055.33 467.608 147.574 60.306 500
11.65 1056.8 468.21 147.482 60.1715 500
11.66 1058.28 468.81 147.39 60.0372 500
11.67 1059.75 469.409 147.298 59.9029 500
11.68 1061.22 470.007 147.207 59.7688 500
11.69 1062.69 470.604 147.115 59.6348 500
11.7 1064.16 471.199 147.024 59.5009 500
11.71 1065.63 471.792 146.933 59.3671 500
11.72 1067.1 472.385 146.841 59.2334 500
11.73 1068.57 472.976 146.751 59.0998 500
11.74 1070.03 473.565 146.66 58.9663 500
11.75 1071.5 474.154 146.569 58.833 500
11.76 1072.96 474.741 146.478 58.6997 500
11.77 1074.43 475.326 146.388 58.5666 500
11.78 1075.89 475.911 146.298 58.4335 500
11.79 1077.35 476.494 146.208 58.3006 500
11.8 1078.82 477.075 146.117 58.1678 500
11.81 1080.28 477.656 146.028 58.0351 500
11.82 1081.73 478.235 145.938 57.9025 500
11.83 1083.19 478.812 145.848 57.77 500
11.84 1084.65 479.389 145.759 57.6376 500
11.85 1086.11 479.964 145.669 57.5053 500
11.86 1087.56 480.537 145.58 57.3731 500
11.87 1089.02 481.11 145.491 57.241 500
11.88 1090.47 481.681 145.402 57.1091 500
11.89 1091.93 482.251 145.313 56.9772 500
11.9 1093.38 482.819 145.224 56.8454 500
11.91 1094.83 483.386 145.135 56.7138 500
11.92 1096.28 483.952 145.047 56.5822 500
11.93 1097.73 484.517 144.958 56.4508 500
11.94 1099.18 485.08 144.87 56.3194 500
11.95 1100.63 485.642 144.782 56.1882 500
11.96 1102.07 486.202 144.694 56.0571 500
11.97 1103.52 486.762 144.606 55.926 500
11.98 1104.96 487.319 144.518 55.7951 500
11.99 1106.41 487.876 144.43 55.6643 500
12 1107.85 488.431 144.343 55.5336 500
12.01 1109.29 488.985 144.255 55.403 500
12.02 1110.74 489.538 144.168 55.2724 500
12.03 1112.18 490.09 144.081 55.142 500
12.04 1113.62 490.64 143.994 55.0117 500
12.05 1115.06 491.189 143.907 54.8815 500
12.06 1116.49 491.736 143.82 54.7514 500
12.07 1117.93 492.282 143.733 54.6214 500
12.08 1119.37 492.827 143.646 54.4915 500
12.09 1120.8 493.371 143.56 54.3617 500
12.1 1122.24 493.913 143.474 54.232 500
12.11 1123.67 494.454 143.387 54.1024 500
12.12 1125.1 494.994 143.301 53.9729 500
12.13 1126.54 495.532 143.215 53.8435 500
12.14 1127.97 496.069 143.129 53.7142 500
12.15 1129.4 496.605 143.044 53.585 500
12.16 1130.83 497.14 142.958 53.4559 500
12.17 1132.26 497.673 142.872 53.3268 500
12.18 1133.68 498.205 142.787 53.1979 500
12.19 1135.11 498.736 142.702 53.0691 500
12.2 1136.54 499.265 142.616 52.9404 500
12.21 1137.96 499.793 142.531 52.8118 500
12.22 1139.39 500.32 142.446 52.6833 500
12.23 1140.81 500.846 142.362 52.5549 500
12.24 1142.23 501.37 142.277 52.4266 500
12.25 1143.66 501.893 142.192 52.2984 500
12.26 1145.08 502.415 142.108 52.1702 500
12.27 1146.5 502.935 142.023 52.0422 500
12.28 1147.92 503.454 141.939 51.9143 500
12.29 1149.34 503.972 141.855 51.7864 500
12.3 1150.75 504.489 141.771 51.6587 500
12.31 1152.17 505.004 141.687 51.5311 500
12.32 1153.59 505.518 141.603 51.4035 500
12.33 1155 506.031 141.519 51.2761 500
12.34 1156.42 506.542 141.436 51.1487 500
12.35 1157.83 507.053 141.352 51.0215 500
12.36 1159.24 507.561 141.269 50.8943 500
12.37 1160.65 508.069 141.186 50.7672 500
12.38 1162.06 508.576 141.103 50.6403 500
12.39 1163.47 509.081 141.02 50.5134 500
12.4 1164.88 509.585 140.937 50.3866 500
12.41 1166.29 510.087 140.854 50.2599 500
12.42 1167.7 510.588 140.771 50.1333 500
12.43 1169.11 511.089 140.689 50.0068 500
12.44 1170.51 511.587 140.606 49.8804 500
12.45 1171.92 512.085 140.524 49.7541 500
12.46 1173.32 512.581 140.442 49.6279 500
12.47 1174.73 513.076 140.359 49.5018 500
12.48 1176.13 513.57 140.277 49.3757 500
12.49 1177.53 514.062 140.195 49.2498 500
12.5 1178.93 514.554 140.114 49.1239 500
12.51 1180.33 515.044 140.032 48.9982 500
12.52 1181.73 515.532 139.95 48.8725 500
12.53 1183.13 516.02 139.869 48.7469 500
12.54 1184.53 516.506 139.787 48.6214 500
12.55 1185.93 516.991 139.706 48.4961 500
12.56 1187.32 517.475 139.625 48.3708 500
12.57 1188.72 517.957 139.544 48.2455 500
12.58 1190.11 518.438 139.463 48.1204 500
12.59 1191.51 518.918 139.382 47.9954 500
12.6 1192.9 519.397 139.301 47.8705 500
12.61 1194.29 519.874 139.221 47.7456 500
12.62 1195.68 520.351 139.14 47.6209 500
12.63 1197.07 520.826 139.06 47.4962 500
12.64 1198.46 521.299 138.98 47.3716 500
12.65 1199.85 521.772 138.899 47.2471 500
12.66 1201.24 522.243 138.819 47.1227 500
12.67 1202.63 522.713 138.739 46.9984 500
12.68 1204.01 523.182 138.659 46.8742 500
12.69 1205.4 523.649 138.58 46.7501 500
12.7 1206.78 524.116 138.5 46.626 500
12.71 1208.17 524.581 138.42 46.5021 500
12.72 1209.55 525.044 138.341 46.3782 500
12.73 1210.94 525.507 138.262 46.2544 500
12.74 1212.32 525.968 138.182 46.1307 500
12.75 1213.7 526.428 138.103 46.0071 500
12.76 1215.08 526.887 138.024 45.8836 500
12.77 1216.46 527.345 137.945 45.7602 500
12.78 1217.84 527.801 137.866 45.6369 500
12.79 1219.21 528.256 137.788 45.5136 500
12.8 1220.59 528.71 137.709 45.3904 500
12.81 1221.97 529.163 137.63 45.2674 500
12.82 1223.34 529.614 137.552 45.1444 500
12.83 1224.72 530.064 137.474 45.0215 500
12.84 1226.09 530.513 137.395 44.8986 500
12.85 1227.46 530.961 137.317 44.7759 500
12.86 1228.84 531.408 137.239 44.6532 500
12.87 1230.21 531.853 137.161 44.5307 500
12.88 1231.58 532.297 137.083 44.4082 500
12.89 1232.95 532.74 137.006 44.2858 500
12.9 1234.32 533.182 136.928 44.1635 500
12.91 1235.69 533.622 136.851 44.0413 500
12.92 1237.06 534.061 136.773 43.9191 500
12.93 1238.42 534.499 136.696 43.7971 500
12.94 1239.79 534.936 136.619 43.6751 500
12.95 1241.15 535.371 136.541 43.5532 500
12.96 1242.52 535.806 136.464 43.4314 500
12.97 1243.88 536.239 136.388 43.3097 500
12.98 1245.25 536.671 136.311 43.1881 500
12.99 1246.61 537.101 136.234 43.0665 500
13 1247.97 537.531 136.157 42.945 500
13.01 1249.33 537.959 136.081 42.8237 500
13.02 1250.69 538.386 136.004 42.7024 500
13.03 1252.05 538.812 135.928 42.5811 500
13.04 1253.41 539.237 135.852 42.46 500
13.05 1254.77 539.66 135.776 42.3389 500
13.06 1256.12 540.082 135.7 42.218 500
13.07 1257.48 540.503 135.624 42.0971 500
13.08 1258.83 540.923 135.548 41.9763 500
13.09 1260.19 541.341 135.472 41.8555 500
13.1 1261.54 541.759 135.396 41.7349 500
13.11 1262.9 542.175 135.321 41.6143 500
13.12 1264.25 542.59 135.245 41.4938 500
13.13 1265.6 543.004 135.17 41.3734 500
13.14 1266.95 543.416 135.095 41.2531 500
13.15 1268.3 543.827 135.019 41.1329 500
13.16 1269.65 544.238 134.944 41.0127 500
13.17 1271 544.647 134.869 40.8926 500
13.18 1272.35 545.054 134.794 40.7726 500
13.19 1273.7 545.461 134.72 40.6527 500
13.2 1275.04 545.866 134.645 40.5329 500
13.21 1276.39 546.27 134.57 40.4131 500
13.22 1277.73 546.673 134.496 40.2934 500
13.23 1279.08 547.075 134.421 40.1738 500
13.24 1280.42 547.475 134.347 40.0543 500
13.25 1281.76 547.875 134.273 39.9349 500
13.26 1283.1 548.273 134.199 39.8155 500
13.27 1284.45 548.67 134.124 39.6962 500
13.28 1285.79 549.066 134.05 39.577 500
13.29 1287.13 549.46 133.977 39.4579 500
13.3 1288.47 549.854 133.903 39.3388 500
13.31 1289.8 550.246 133.829 39.2199 500
13.32 1291.14 550.637 133.756 39.101 500
13.33 1292.48 551.027 133.682 38.9822 500
13.34 1293.81 551.415 133.609 38.8634 500
13.35 1295.15 551.803 133.535 38.7448 500
13.36 1296.48 552.189 133.462 38.6262 500
13.37 1297.82 552.574 133.389 38.5077 500
13.38 1299.15 552.958 133.316 38.3893 500
13.39 1300.48 553.341 133.243 38.2709 500
13.4 1301.82 553.722 133.17 38.1526 500
13.41 1303.15 554.103 133.097 38.0344 500
13.42 1304.48 554.482 133.025 37.9163 500
13.43 1305.81 554.86 132.952 37.7983 500
13.44 1307.13 555.237 132.879 37.6803 500
13.45 1308.46 555.612 132.807 37.5624 500
13.46 1309.79 555.987 132.735 37.4446 500
13.47 1311.12 556.36 132.662 37.3268 500
13.48 1312.44 556.732 132.59 37.2092 500
13.49 1313.77 557.103 132.518 37.0916 500
13.5 1315.09 557.473 132.446 36.9741 500
13.51 1316.42 557.841 132.374 36.8566 500
13.52 1317.74 558.209 132.302 36.7393 500
13.53 1319.06 558.575 132.231 36.622 500
13.54 1320.38 558.94 132.159 36.5048 500
13.55 1321.7 559.304 132.088 36.3876 500
13.56 1323.02 559.666 132.016 36.2706 500
13.57 1324.34 560.028 131.945 36.1536 500
13.58 1325.66 560.388 131.873 36.0366 500
13.59 1326.98 560.748 131.802 35.9198 500
13.6 1328.3 561.106 131.731 35.803 500
13.61 1329.61 561.462 131.66 35.6863 500
13.62 1330.93 561.818 131.589 35.5697 500
13.63 1332.25 562.173 131.518 35.4532 500
13.64 1333.56 562.526 131.448 35.3367 500
13.65 1334.87 562.878 131.377 35.2203 500
13.66 1336.19 563.229 131.306 35.1039 500
13.67 1337.5 563.579 131.236 34.9877 500
13.68 1338.81 563.928 131.165 34.8715 500
13.69 1340.12 564.275 131.095 34.7554 500
13.7 1341.43 564.622 131.025 34.6393 500
13.71 1342.74 564.967 130.955 34.5234 500
13.72 1344.05 565.311 130.885 34.4075 500
13.73 1345.36 565.654 130.815 34.2917 500
13.74 1346.67 565.996 130.745 34.1759 500
13.75 1347.97 566.336 130.675 34.0602 500
13.76 1349.28 566.676 130.605 33.9446 500
13.77 1350.58 567.014 130.535 33.8291 500
13.78 1351.89 567.351 130.466 33.7136 500
13.79 1353.19 567.687 130.396 33.5982 500
13.8 1354.5 568.022 130.327 33.4829 500
13.81 1355.8 568.356 130.258 33.3676 500
13.82 1357.1 568.688 130.188 33.2524 500
13.83 1358.4 569.02 130.119 33.1373 500
13.84 1359.7 569.35 130.05 33.0223 500
13.85 1361 569.679 129.981 32.9073 500
13.86 1362.3 570.007 129.912 32.7924 500
13.87 1363.6 570.334 129.843 32.6776 500
13.88 1364.9 570.659 129.775 32.5628 500
13.89 1366.19 570.984 129.706 32.4481 500
13.9 1367.49 571.307 129.637 32.3335 500
13.91 1368.79 571.629 129.569 32.219 500
13.92 1370.08 571.95 129.5 32.1045 500
13.93 1371.38 572.27 129.432 31.9901 500
13.94 1372.67 572.589 129.364 31.8757 500
13.95 1373.96 572.907 129.296 31.7614 500
13.96 1375.25 573.223 129.227 31.6472 500
13.97 1376.55 573.538 129.159 31.5331 500
13.98 1377.84 573.853 129.091 31.419 500
13.99 1379.13 574.166 129.024 31.305 500
14 1380.42 574.478 128.956 31.1911 500
14.01 1381.71 574.788 128.888 31.0772 500
14.02 1382.99 575.098 128.82 30.9634 500
14.03 1384.28 575.406 128.753 30.8497 500
14.04 1385.57 575.714 128.685 30.736 500
14.05 1386.85 576.02 128.618 30.6224 500
14.06 1388.14 576.325 128.551 30.5089 500
14.07 1389.42 576.629 128.484 30.3954 500
14.08 1390.71 576.932 128.416 30.2821 500
14.09 1391.99 577.234 128.349 30.1687 500
14.1 1393.27 577.534 128.282 30.0555 500
14.11 1394.56 577.834 128.215 29.9423 500
14.12 1395.84 578.132 128.149 29.8292 500
14.13 1397.12 578.429 128.082 29.7161 500
14.14 1398.4 578.725 128.015 29.6031 500
14.15 1399.68 579.02 127.948 29.4902 500
14.16 1400.96 579.314 127.882 29.3773 500
14.17 1402.24 579.606 127.815 29.2645 500
14.18 1403.51 579.898 127.749 29.1518 500
14.19 1404.79 580.188 127.683 29.0391 500
14.2 1406.07 580.478 127.617 28.9265 500
14.21 1407.34 580.766 127.55 28.814 500
14.22 1408.62 581.053 127.484 28.7016 500
14.23 1409.89 581.339 127.418 28.5892 500
14.24 1411.16 581.623 127.352 28.4768 500
14.25 1412.44 581.907 127.287 28.3646 500
14.26 1413.71 582.19 127.221 28.2524 500
14.27 1414.98 582.471 127.155 28.1402 500
14.28 1416.25 582.751 127.089 28.0281 500
14.29 1417.52 583.03 127.024 27.9161 500
14.3 1418.79 583.308 126.958 27.8042 500
14.31 1420.06 583.585 126.893 27.6923 500
14.32 1421.33 583.861 126.828 27.5805 500
14.33 1422.6 584.136 126.762 27.4687 500
14.34 1423.86 584.409 126.697 27.3571 500
14.35 1425.13 584.682 126.632 27.2454 500
14.36 1426.4 584.953 126.567 27.1339 500
14.37 1427.66 585.223 126.502 27.0224 500
14.38 1428.93 585.493 126.437 26.9109 500
14.39 1430.19 585.76 126.372 26.7996 500
14.4 1431.45 586.027 126.308 26.6883 500
14.41 1432.71 586.293 126.243 26.577 500
14.42 1433.98 586.558 126.179 26.4659 500
14.43 1435.24 586.821 126.114 26.3547 500
14.44 1436.5 587.084 126.05 26.2437 500
14.45 1437.76 587.345 125.985 26.1327 500
14.46 1439.02 587.605 125.921 26.0218 500
14.47 1440.28 587.864 125.857 25.9109 500
14.48 1441.53 588.122 125.793 25.8001 500
14.49 1442.79 588.379 125.728 25.6894 500
14.5 1444.05 588.635 125.664 25.5787 500
14.51 1445.3 588.89 125.601 25.4681 500
14.52 1446.56 589.143 125.537 25.3575 500
14.53 1447.81 589.396 125.473 25.247 500
14.54 1449.07 589.647 125.409 25.1366 500
14.55 1450.32 589.897 125.345 25.0262 500
14.56 1451.57 590.147 125.282 24.9159 500
14.57 1452.83 590.395 125.218 24.8057 500
14.58 1454.08 590.642 125.155 24.6955 500
14.59 1455.33 590.888 125.092 24.5854 500
14.6 1456.58 591.132 125.028 24.4753 500
14.61 1457.83 591.376 124.965 24.3653 500
14.62 1459.08 591.618 124.902 24.2554 500
14.63 1460.33 591.86 124.839 24.1455 500
14.64 1461.57 592.1 124.776 24.0357 500
14.65 1462.82 592.34 124.713 23.9259 500
14.66 1464.07 592.578 124.65 23.8162 500
14.67 1465.31 592.815 124.587 23.7066 500
14.68 1466.56 593.051 124.524 23.597 500
14.69 1467.8 593.286 124.462 23.4875 500
14.7 1469.05 593.519 124.399 23.378 500
14.71 1470.29 593.752 124.337 23.2686 500
14.72 1471.53 593.984 124.274 23.1593 500
14.73 1472.78 594.214 124.212 23.05 500
14.74 1474.02 594.444 124.149 22.9408 500
14.75 1475.26 594.672 124.087 22.8316 500
14.76 1476.5 594.899 124.025 22.7225 500
14.77 1477.74 595.125 123.963 22.6135 500
14.78 1478.98 595.35 123.901 22.5045 500
14.79 1480.21 595.574 123.839 22.3956 500
14.8 1481.45 595.797 123.777 22.2867 500
14.81 1482.69 596.019 123.715 22.1779 500
14.82 1483.93 596.24 123.653 22.0692 500
14.83 1485.16 596.459 123.592 21.9605 500
14.84 1486.4 596.678 123.53 21.8519 500
14.85 1487.63 596.895 123.468 21.7433 500
14.86 1488.87 597.111 123.407 21.6348 500
14.87 1490.1 597.327 123.345 21.5263 500
14.88 1491.33 597.541 123.284 21.4179 500
14.89 1492.56 597.754 123.223 21.3096 500
14.9 1493.8 597.966 123.161 21.2013 500
14.91 1495.03 598.177 123.1 21.0931 500
14.92 1496.26 598.387 123.039 20.9849 500
14.93 1497.49 598.596 122.978 20.8768 500
14.94 1498.72 598.803 122.917 20.7688 500
14.95 1499.95 599.01 122.856 20.6608 500
14.96 1501.17 599.215 122.795 20.5528 500
14.97 1502.4 599.42 122.735 20.445 500
14.98 1503.63 599.623 122.674 20.3371 500
14.99 1504.85 599.826 122.613 20.2294 500
15 1506.08 600.027 122.553 20.1217 500
15.01 1507.3 600.227 122.492 20.014 500
15.02 1508.53 600.426 122.432 19.9064 500
15.03 1509.75 600.624 122.371 19.7989 500
15.04 1510.97 600.821 122.311 19.6914 500
15.05 1512.2 601.017 122.251 19.584 500
15.06 1513.42 601.211 122.19 19.4766 500
15.07 1514.64 601.405 122.13 19.3693 500
15.08 1515.86 601.598 122.07 19.2621 500
15.09 1517.08 601.789 122.01 19.1549 500
15.1 1518.3 601.98 121.95 19.0477 500
15.11 1519.52 602.169 121.89 18.9406 500
15.12 1520.74 602.358 121.83 18.8336 500
15.13 1521.96 602.545 121.771 18.7266 500
15.14 1523.17 602.731 121.711 18.6197 500
15.15 1524.39 602.916 121.651 18.5129 500
15.16 1525.61 603.1 121.592 18.406 500
15.17 1526.82 603.283 121.532 18.2993 500
15.18 1528.04 603.465 121.473 18.1926 500
15.19 1529.25 603.646 121.413 18.086 500
15.2 1530.46 603.826 121.354 17.9794 500
15.21 1531.68 604.004 121.295 17.8728 500
15.22 1532.89 604.182 121.236 17.7664 500
15.23 1534.1 604.359 121.176 17.6599 500
15.24 1535.31 604.534 121.117 17.5536 500
15.25 1536.52 604.709 121.058 17.4473 500
15.26 1537.73 604.882 120.999 17.341 500
15.27 1538.94 605.055 120.941 17.2348 500
15.28 1540.15 605.226 120.882 17.1286 500
15.29 1541.36 605.396 120.823 17.0225 500
15.3 1542.57 605.565 120.764 16.9165 500
15.31 1543.77 605.733 120.706 16.8105 500
15.32 1544.98 605.9 120.647 16.7046 500
15.33 1546.19 606.066 120.588 16.5987 500
15.34 1547.39 606.231 120.53 16.4929 500
15.35 1548.6 606.395 120.472 16.3871 500
15.36 1549.8 606.558 120.413 16.2814 500
15.37 1551 606.72 120.355 16.1757 500
15.38 1552.21 606.88 120.297 16.0701 500
15.39 1553.41 607.04 120.239 15.9645 500
15.4 1554.61 607.199 120.18 15.859 500
15.41 1555.81 607.356 120.122 15.7536 500
15.42 1557.01 607.513 120.064 15.6482 500
15.43 1558.21 607.668 120.006 15.5428 500
15.44 1559.41 607.822 119.949 15.4375 500
15.45 1560.61 607.976 119.891 15.3323 500
15.46 1561.81 608.128 119.833 15.2271 500
15.47 1563.01 608.279 119.775 15.122 500
15.48 1564.2 608.429 119.718 15.0169 500
15.49 1565.4 608.579 119.66 14.9118 500
15.5 1566.6 608.727 119.603 14.8069 500
15.51 1567.79 608.874 119.545 14.7019 500
15.52 1568.99 609.02 119.488 14.597 500
15.53 1570.18 609.165 119.43 14.4922 500
15.54 1571.37 609.308 119.373 14.3875 500
15.55 1572.57 609.451 119.316 14.2827 500
15.56 1573.76 609.593 119.259 14.1781 500
15.57 1574.95 609.734 119.202 14.0734 500
15.58 1576.14 609.873 119.145 13.9689 500
15.59 1577.33 610.012 119.088 13.8644 500
15.6 1578.53 610.15 119.031 13.7599 500
15.61 1579.71 610.286 118.974 13.6555 500
15.62 1580.9 610.422 118.917 13.5511 500
15.63 1582.09 610.556 118.86 13.4468 500
15.64 1583.28 610.69 118.803 13.3426 500
15.65 1584.47 610.822 118.747 13.2384 500
15.66 1585.66 610.953 118.69 13.1342 500
15.67 1586.84 611.084 118.634 13.0301 500
15.68 1588.03 611.213 118.577 12.9261 500
15.69 1589.21 611.341 118.521 12.8221 500
15.7 1590.4 611.468 118.464 12.7181 500
15.71 1591.58 611.594 118.408 12.6142 500
15.72 1592.76 611.72 118.352 12.5104 500
15.73 1593.95 611.844 118.296 12.4066 500
15.74 1595.13 611.967 118.239 12.3028 500
15.75 1596.31 612.089 118.183 12.1991 500
15.76 1597.49 612.21 118.127 12.0955 500
15.77 1598.67 612.33 118.071 11.9919 500
15.78 1599.85 612.448 118.015 11.8883 500
15.79 1601.03 612.566 117.96 11.7848 500
15.8 1602.21 612.683 117.904 11.6814 500
15.81 1603.39 612.799 117.848 11.578 500
15.82 1604.57 612.914 117.792 11.4746 500
15.83 1605.75 613.027 117.737 11.3713 500
15.84 1606.92 613.14 117.681 11.2681 500
15.85 1608.1 613.252 117.625 11.1649 500
15.86 1609.28 613.362 117.57 11.0617 500
15.87 1610.45 613.472 117.515 10.9586 500
15.88 1611.62 613.58 117.459 10.8555 500
15.89 1612.8 613.688 117.404 10.7525 500
15.9 1613.97 613.794 117.349 10.6496 500
15.91 1615.15 613.9 117.293 10.5467 500
15.92 1616.32 614.004 117.238 10.4438 500
15.93 1617.49 614.108 117.183 10.341 500
15.94 1618.66 614.21 117.128 10.2382 500
15.95 1619.83 614.311 117.073 10.1355 500
15.96 1621 614.412 117.018 10.0329 500
15.97 1622.17 614.511 116.963 9.93026 500
15.98 1623.34 614.609 116.908 9.8277 500
15.99 1624.51 614.707 116.853 9.72518 500
16 1625.68 614.803 116.799 9.62271 500
16.01 1626.84 614.898 116.744 9.52029 500
16.02 1628.01 614.992 116.689 9.41792 500
16.03 1629.18 615.085 116.635 9.31559 500
16.04 1630.34 615.178 116.58 9.21332 500
16.05 1631.51 615.269 116.526 9.11109 500
16.06 1632.67 615.359 116.471 9.00891 500
16.07 1633.84 615.448 116.417 8.90677 500
16.08 1635 615.536 116.363 8.80469 500
16.09 1636.16 615.623 116.308 8.70265 500
16.1 1637.33 615.709 116.254 8.60066 500
16.11 1638.49 615.794 116.2 8.49872 500
16.12 1639.65 615.878 116.146 8.39683 500
16.13 1640.81 615.961 116.092 8.29498 500
16.14 1641.97 616.043 116.038 8.19318 500
16.15 1643.13 616.124 115.984 8.09143 500
16.16 1644.29 616.204 115.93 7.98972 500
16.17 1645.45 616.282 115.876 7.88806 500
16.18 1646.61 616.36 115.822 7.78645 500
16.19 1647.77 616.437 115.769 7.68489 500
16.2 1648.92 616.513 115.715 7.58337 500
16.21 1650.08 616.588 115.661 7.4819 500
16.22 1651.24 616.662 115.608 7.38047 500
16.23 1652.39 616.734 115.554 7.2791 500
16.24 1653.55 616.806 115.501 7.17776 500
16.25 1654.7 616.877 115.447 7.07648 500
16.26 1655.85 616.947 115.394 6.97524 500
16.27 1657.01 617.015 115.34 6.87405 500
16.28 1658.16 617.083 115.287 6.77291 500
16.29 1659.31 617.15 115.234 6.67181 500
16.3 1660.46 617.216 115.181 6.57076 500
16.31 1661.62 617.28 115.127 6.46975 500
16.32 1662.77 617.344 115.074 6.36879 500
16.33 1663.92 617.407 115.021 6.26787 500
16.34 1665.07 617.468 114.968 6.16701 500
16.35 1666.22 617.529 114.915 6.06618 500
16.36 1667.36 617.589 114.862 5.96541 500
16.37 1668.51 617.647 114.809 5.86468 500
16.38 1669.66 617.705 114.757 5.76399 500
16.39 1670.81 617.762 114.704 5.66335 500
16.4 1671.95 617.817 114.651 5.56276 500
16.41 1673.1 617.872 114.598 5.46221 500
16.42 1674.24 617.925 114.546 5.3617 500
16.43 1675.39 617.978 114.493 5.26125 500
16.44 1676.53 618.03 114.441 5.16083 500
16.45 1677.68 618.08 114.388 5.06047 500
16.46 1678.82 618.13 114.336 4.96014 500
16.47 1679.96 618.178 114.283 4.85987 500
16.48 1681.11 618.226 114.231 4.75963 500
16.49 1682.25 618.273 114.179 4.65945 500
16.5 1683.39 618.318 114.127 4.55931 500
16.51 1684.53 618.363 114.074 4.45921 500
16.52 1685.67 618.406 114.022 4.35915 500
16.53 1686.81 618.449 113.97 4.25915 500
16.54 1687.95 618.491 113.918 4.15918 500
16.55 1689.09 618.531 113.866 4.05926 500
16.56 1690.23 618.571 113.814 3.95939 500
16.57 1691.36 618.609 113.762 3.85956 500
16.58 1692.5 618.647 113.71 3.75978 500
16.59 1693.64 618.684 113.659 3.66003 500
16.6 1694.77 618.719 113.607 3.56034 500
16.61 1695.91 618.754 113.555 3.46068 500
16.62 1697.04 618.787 113.503 3.36108 500
16.63 1698.18 618.82 113.452 3.26151 500
16.64 1699.31 618.852 113.4 3.16199 500
16.65 1700.45 618.882 113.349 3.06252 500
16.66 1701.58 618.912 113.297 2.96308 500
16.67 1702.71 618.941 113.246 2.86369 500
16.68 1703.84 618.968 113.194 2.76435 500
16.69 1704.98 618.995 113.143 2.66505 500
16.7 1706.11 619.02 113.092 2.56579 500
16.71 1707.24 619.045 113.04 2.46658 500
16.72 1708.37 619.069 112.989 2.36741 500
16.73 1709.5 619.092 112.938 2.26828 500
16.74 1710.62 619.113 112.887 2.1692 500
16.75 1711.75 619.134 112.836 2.07016 500
16.76 1712.88 619.154 112.785 1.97116 500
16.77 1714.01 619.172 112.734 1.87221 500
16.78 1715.14 619.19 112.683 1.7733 500
16.79 1716.26 619.207 112.632 1.67443 500
16.8 1717.39 619.223 112.581 1.57561 500
16.81 1718.51 619.237 112.53 1.47683 500
16.82 1719.64 619.251 112.48 1.37809 500
16.83 1720.76 619.264 112.429 1.27939 500
16.84 1721.89 619.276 112.378 1.18074 500
16.85 1723.01 619.287 112.327 1.08213 500
16.86 1724.13 619.296 112.277 0.983564 500
16.87 1725.25 619.305 112.226 0.88504 500
16.88 1726.38 619.313 112.176 0.786559 500
16.89 1727.5 619.32 112.125 0.68812 500
16.9 1728.62 619.326 112.075 0.589724 500
16.91 1729.74 619.331 112.025 0.49137 500
16.92 1730.86 619.335 111.974 0.393059 500
16.93 1731.98 619.338 111.924 0.29479 500
16.94 1733.1 619.34 111.874 0.196563 500
16.95 1734.21 619.341 111.824 0.098379 500
16.96 1735.33 619.341 111.773 0.000236733 500
16.97 1736.45 619.34 111.723 -0.0978634 500
